[2024-04-30 11:27:13.823 - INFO] o.h.validator.internal.util.Version      :HV000001: Hibernate Validator 8.0.0.Final
[2024-04-30 11:27:46.137 - INFO] com.alibaba.nacos.client.naming          :current ips:(1) service: DEFAULT_GROUP@@providers:org.liyu.live.gift.interfaces.IGiftConfigRpc:: -> [{"ip":"10.96.54.43","port":9088,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@providers:org.liyu.live.gift.interfaces.IGiftConfigRpc::","metadata":{"executor-management-mode":"default","side":"provider","release":"3.2.0-beta.3","methods":"getByGiftId,insertOne,queryGiftList,updateOne","deprecated":"false","dubbo":"2.0.2","pid":"35488","interface":"org.liyu.live.gift.interfaces.IGiftConfigRpc","service-name-mapping":"true","generic":"false","path":"org.liyu.live.gift.interfaces.IGiftConfigRpc","protocol":"dubbo","application":"liyu-live-gift-provider","prefer.serialization":"fastjson2,hessian2","background":"false","file.cache":"true","dynamic":"true","category":"providers","anyhost":"true","timestamp":"1714447649448"},"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000,"ipDeleteTimeout":30000}]
[2024-04-30 11:27:46.137 - INFO] com.alibaba.nacos.client.naming          :current ips:(1) service: DEFAULT_GROUP@@liyu-live-account-provider -> [{"ip":"10.96.54.43","port":9092,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@liyu-live-account-provider","metadata":{"dubbo.metadata-service.url-params":"{\"prefer.serialization\":\"fastjson2,hessian2\",\"version\":\"1.0.0\",\"dubbo\":\"2.0.2\",\"release\":\"3.2.0-beta.3\",\"side\":\"provider\",\"port\":\"9092\",\"protocol\":\"dubbo\"}","dubbo.endpoints":"[{\"port\":9092,\"protocol\":\"dubbo\"}]","dubbo.metadata.revision":"2f3af1d3c1119872887a7cc9fa00b8c2","dubbo.metadata.storage-type":"local","timestamp":"1714447612436"},"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000,"ipDeleteTimeout":30000}]
[2024-04-30 11:27:46.141 - INFO] com.alibaba.nacos.client.naming          :init new ips(1) service: DEFAULT_GROUP@@liyu-live-im-provider -> [{"ip":"10.96.54.43","port":9091,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@liyu-live-im-provider","metadata":{"dubbo.metadata-service.url-params":"{\"prefer.serialization\":\"fastjson2,hessian2\",\"version\":\"1.0.0\",\"dubbo\":\"2.0.2\",\"release\":\"3.2.0-beta.3\",\"side\":\"provider\",\"port\":\"9091\",\"protocol\":\"dubbo\"}","dubbo.endpoints":"[{\"port\":9091,\"protocol\":\"dubbo\"}]","dubbo.metadata.revision":"ffa117e23c3c22fa5327a9348153150f","dubbo.metadata.storage-type":"local","timestamp":"1714447601353"},"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000,"ipDeleteTimeout":30000}]
[2024-04-30 11:27:46.141 - INFO] com.alibaba.nacos.client.naming          :init new ips(1) service: DEFAULT_GROUP@@liyu-live-bank-provider -> [{"ip":"10.96.54.43","port":9096,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@liyu-live-bank-provider","metadata":{"dubbo.metadata-service.url-params":"{\"prefer.serialization\":\"fastjson2,hessian2\",\"version\":\"1.0.0\",\"dubbo\":\"2.0.2\",\"release\":\"3.2.0-beta.3\",\"side\":\"provider\",\"port\":\"9096\",\"protocol\":\"dubbo\"}","dubbo.endpoints":"[{\"port\":9096,\"protocol\":\"dubbo\"}]","dubbo.metadata.revision":"1b31cf0cd61256e0a48409be1abaaca7","dubbo.metadata.storage-type":"local","timestamp":"1714447632783"},"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000,"ipDeleteTimeout":30000}]
[2024-04-30 11:27:46.141 - INFO] com.alibaba.nacos.client.naming          :init new ips(1) service: DEFAULT_GROUP@@providers:org.liyu.live.bank.interfaces.ILiyuCurrencyAccountRpc:: -> [{"ip":"10.96.54.43","port":9096,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@providers:org.liyu.live.bank.interfaces.ILiyuCurrencyAccountRpc::","metadata":{"executor-management-mode":"default","side":"provider","accepts":"500","release":"3.2.0-beta.3","methods":"consumeForSendGift,decr,getBalance,incr","deprecated":"false","dubbo":"2.0.2","threads":"500","pid":"26156","interface":"org.liyu.live.bank.interfaces.ILiyuCurrencyAccountRpc","service-name-mapping":"true","threadpool":"fixed","generic":"false","path":"org.liyu.live.bank.interfaces.ILiyuCurrencyAccountRpc","protocol":"dubbo","prefer.serialization":"fastjson2,hessian2","application":"liyu-live-bank-provider","background":"false","file.cache":"true","dynamic":"true","category":"providers","dispatcher":"execution","anyhost":"true","timestamp":"1714447632783"},"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000,"ipDeleteTimeout":30000}]
[2024-04-30 11:27:46.141 - INFO] com.alibaba.nacos.client.naming          :init new ips(1) service: DEFAULT_GROUP@@liyu-live-im-core-server -> [{"ip":"192.168.222.1","port":9099,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@liyu-live-im-core-server","metadata":{"dubbo.metadata-service.url-params":"{\"prefer.serialization\":\"fastjson2,hessian2\",\"version\":\"1.0.0\",\"dubbo\":\"2.0.2\",\"release\":\"3.2.0-beta.3\",\"side\":\"provider\",\"port\":\"9099\",\"protocol\":\"dubbo\"}","dubbo.endpoints":"[{\"port\":9099,\"protocol\":\"dubbo\"}]","dubbo.metadata.revision":"ac1874d3c08fe676a09345b1d8169343","dubbo.metadata.storage-type":"local","timestamp":"1714447603607"},"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000,"ipDeleteTimeout":30000}]
[2024-04-30 11:27:46.141 - INFO] com.alibaba.nacos.client.naming          :current ips:(1) service: DEFAULT_GROUP@@liyu-live-bank-provider -> [{"ip":"10.96.54.43","port":9096,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@liyu-live-bank-provider","metadata":{"dubbo.metadata-service.url-params":"{\"prefer.serialization\":\"fastjson2,hessian2\",\"version\":\"1.0.0\",\"dubbo\":\"2.0.2\",\"release\":\"3.2.0-beta.3\",\"side\":\"provider\",\"port\":\"9096\",\"protocol\":\"dubbo\"}","dubbo.endpoints":"[{\"port\":9096,\"protocol\":\"dubbo\"}]","dubbo.metadata.revision":"1b31cf0cd61256e0a48409be1abaaca7","dubbo.metadata.storage-type":"local","timestamp":"1714447632783"},"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000,"ipDeleteTimeout":30000}]
[2024-04-30 11:27:46.142 - INFO] com.alibaba.nacos.client.naming          :current ips:(1) service: DEFAULT_GROUP@@liyu-live-im-core-server -> [{"ip":"192.168.222.1","port":9099,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@liyu-live-im-core-server","metadata":{"dubbo.metadata-service.url-params":"{\"prefer.serialization\":\"fastjson2,hessian2\",\"version\":\"1.0.0\",\"dubbo\":\"2.0.2\",\"release\":\"3.2.0-beta.3\",\"side\":\"provider\",\"port\":\"9099\",\"protocol\":\"dubbo\"}","dubbo.endpoints":"[{\"port\":9099,\"protocol\":\"dubbo\"}]","dubbo.metadata.revision":"ac1874d3c08fe676a09345b1d8169343","dubbo.metadata.storage-type":"local","timestamp":"1714447603607"},"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000,"ipDeleteTimeout":30000}]
[2024-04-30 11:27:46.141 - INFO] com.alibaba.nacos.client.naming          :current ips:(1) service: DEFAULT_GROUP@@providers:org.liyu.live.bank.interfaces.ILiyuCurrencyAccountRpc:: -> [{"ip":"10.96.54.43","port":9096,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@providers:org.liyu.live.bank.interfaces.ILiyuCurrencyAccountRpc::","metadata":{"executor-management-mode":"default","side":"provider","accepts":"500","release":"3.2.0-beta.3","methods":"consumeForSendGift,decr,getBalance,incr","deprecated":"false","dubbo":"2.0.2","threads":"500","pid":"26156","interface":"org.liyu.live.bank.interfaces.ILiyuCurrencyAccountRpc","service-name-mapping":"true","threadpool":"fixed","generic":"false","path":"org.liyu.live.bank.interfaces.ILiyuCurrencyAccountRpc","protocol":"dubbo","prefer.serialization":"fastjson2,hessian2","application":"liyu-live-bank-provider","background":"false","file.cache":"true","dynamic":"true","category":"providers","dispatcher":"execution","anyhost":"true","timestamp":"1714447632783"},"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000,"ipDeleteTimeout":30000}]
[2024-04-30 11:27:46.141 - INFO] com.alibaba.nacos.client.naming          :current ips:(1) service: DEFAULT_GROUP@@liyu-live-im-provider -> [{"ip":"10.96.54.43","port":9091,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@liyu-live-im-provider","metadata":{"dubbo.metadata-service.url-params":"{\"prefer.serialization\":\"fastjson2,hessian2\",\"version\":\"1.0.0\",\"dubbo\":\"2.0.2\",\"release\":\"3.2.0-beta.3\",\"side\":\"provider\",\"port\":\"9091\",\"protocol\":\"dubbo\"}","dubbo.endpoints":"[{\"port\":9091,\"protocol\":\"dubbo\"}]","dubbo.metadata.revision":"ffa117e23c3c22fa5327a9348153150f","dubbo.metadata.storage-type":"local","timestamp":"1714447601353"},"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000,"ipDeleteTimeout":30000}]
[2024-04-30 11:27:46.143 - INFO] com.alibaba.nacos.client.naming          :init new ips(1) service: DEFAULT_GROUP@@liyu-live-user-provider -> [{"ip":"10.96.54.43","port":9090,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@liyu-live-user-provider","metadata":{"dubbo.metadata-service.url-params":"{\"prefer.serialization\":\"fastjson2,hessian2\",\"version\":\"1.0.0\",\"dubbo\":\"2.0.2\",\"release\":\"3.2.0-beta.3\",\"side\":\"provider\",\"port\":\"9090\",\"protocol\":\"dubbo\"}","dubbo.endpoints":"[{\"port\":9090,\"protocol\":\"dubbo\"}]","dubbo.metadata.revision":"d543edcae430305fcf0e35b3f482be30","dubbo.metadata.storage-type":"local","timestamp":"1714447614222"},"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000,"ipDeleteTimeout":30000}]
[2024-04-30 11:27:46.143 - INFO] com.alibaba.nacos.client.naming          :init new ips(1) service: DEFAULT_GROUP@@providers:org.liyu.live.gift.interfaces.ISkuOrderInfoRPC:: -> [{"ip":"10.96.54.43","port":9088,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@providers:org.liyu.live.gift.interfaces.ISkuOrderInfoRPC::","metadata":{"executor-management-mode":"default","side":"provider","release":"3.2.0-beta.3","methods":"insertOne,payNow,prepareOrder,queryByUserIdAndRoomId,updateOrderStatus","deprecated":"false","dubbo":"2.0.2","pid":"35488","interface":"org.liyu.live.gift.interfaces.ISkuOrderInfoRPC","service-name-mapping":"true","generic":"false","path":"org.liyu.live.gift.interfaces.ISkuOrderInfoRPC","protocol":"dubbo","application":"liyu-live-gift-provider","prefer.serialization":"fastjson2,hessian2","background":"false","file.cache":"true","dynamic":"true","category":"providers","anyhost":"true","timestamp":"1714447649692"},"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000,"ipDeleteTimeout":30000}]
[2024-04-30 11:27:46.143 - INFO] com.alibaba.nacos.client.naming          :current ips:(1) service: DEFAULT_GROUP@@liyu-live-user-provider -> [{"ip":"10.96.54.43","port":9090,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@liyu-live-user-provider","metadata":{"dubbo.metadata-service.url-params":"{\"prefer.serialization\":\"fastjson2,hessian2\",\"version\":\"1.0.0\",\"dubbo\":\"2.0.2\",\"release\":\"3.2.0-beta.3\",\"side\":\"provider\",\"port\":\"9090\",\"protocol\":\"dubbo\"}","dubbo.endpoints":"[{\"port\":9090,\"protocol\":\"dubbo\"}]","dubbo.metadata.revision":"d543edcae430305fcf0e35b3f482be30","dubbo.metadata.storage-type":"local","timestamp":"1714447614222"},"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000,"ipDeleteTimeout":30000}]
[2024-04-30 11:27:46.143 - INFO] com.alibaba.nacos.client.naming          :init new ips(1) service: DEFAULT_GROUP@@providers:org.liyu.live.user.interfaces.IUserTagRpc:: -> [{"ip":"10.96.54.43","port":9090,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@providers:org.liyu.live.user.interfaces.IUserTagRpc::","metadata":{"executor-management-mode":"default","side":"provider","release":"3.2.0-beta.3","methods":"cancelTag,containTag,setTag","deprecated":"false","dubbo":"2.0.2","pid":"11876","interface":"org.liyu.live.user.interfaces.IUserTagRpc","service-name-mapping":"true","generic":"false","path":"org.liyu.live.user.interfaces.IUserTagRpc","protocol":"dubbo","application":"liyu-live-user-provider","prefer.serialization":"fastjson2,hessian2","background":"false","file.cache":"true","dynamic":"true","category":"providers","anyhost":"true","timestamp":"1714447613953"},"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000,"ipDeleteTimeout":30000}]
[2024-04-30 11:27:46.143 - INFO] com.alibaba.nacos.client.naming          :current ips:(1) service: DEFAULT_GROUP@@providers:org.liyu.live.gift.interfaces.ISkuOrderInfoRPC:: -> [{"ip":"10.96.54.43","port":9088,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@providers:org.liyu.live.gift.interfaces.ISkuOrderInfoRPC::","metadata":{"executor-management-mode":"default","side":"provider","release":"3.2.0-beta.3","methods":"insertOne,payNow,prepareOrder,queryByUserIdAndRoomId,updateOrderStatus","deprecated":"false","dubbo":"2.0.2","pid":"35488","interface":"org.liyu.live.gift.interfaces.ISkuOrderInfoRPC","service-name-mapping":"true","generic":"false","path":"org.liyu.live.gift.interfaces.ISkuOrderInfoRPC","protocol":"dubbo","application":"liyu-live-gift-provider","prefer.serialization":"fastjson2,hessian2","background":"false","file.cache":"true","dynamic":"true","category":"providers","anyhost":"true","timestamp":"1714447649692"},"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000,"ipDeleteTimeout":30000}]
[2024-04-30 11:27:46.143 - INFO] com.alibaba.nacos.client.naming          :current ips:(1) service: DEFAULT_GROUP@@providers:org.liyu.live.user.interfaces.IUserTagRpc:: -> [{"ip":"10.96.54.43","port":9090,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@providers:org.liyu.live.user.interfaces.IUserTagRpc::","metadata":{"executor-management-mode":"default","side":"provider","release":"3.2.0-beta.3","methods":"cancelTag,containTag,setTag","deprecated":"false","dubbo":"2.0.2","pid":"11876","interface":"org.liyu.live.user.interfaces.IUserTagRpc","service-name-mapping":"true","generic":"false","path":"org.liyu.live.user.interfaces.IUserTagRpc","protocol":"dubbo","application":"liyu-live-user-provider","prefer.serialization":"fastjson2,hessian2","background":"false","file.cache":"true","dynamic":"true","category":"providers","anyhost":"true","timestamp":"1714447613953"},"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000,"ipDeleteTimeout":30000}]
[2024-04-30 11:27:46.144 - INFO] com.alibaba.nacos.client.naming          :init new ips(1) service: DEFAULT_GROUP@@liyu-live-api -> [{"ip":"10.96.54.43","port":8100,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@liyu-live-api","metadata":{"preserved.register.source":"SPRING_CLOUD"},"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000,"ipDeleteTimeout":30000}]
[2024-04-30 11:27:46.144 - INFO] com.alibaba.nacos.client.naming          :current ips:(1) service: DEFAULT_GROUP@@liyu-live-api -> [{"ip":"10.96.54.43","port":8100,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@liyu-live-api","metadata":{"preserved.register.source":"SPRING_CLOUD"},"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000,"ipDeleteTimeout":30000}]
[2024-04-30 11:27:46.144 - INFO] com.alibaba.nacos.client.naming          :init new ips(0) service: DEFAULT_GROUP@@liyu-live-gateway -> []
[2024-04-30 11:27:46.144 - INFO] com.alibaba.nacos.client.naming          :init new ips(1) service: DEFAULT_GROUP@@liyu-live-msg-provider -> [{"ip":"10.96.54.43","port":9093,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@liyu-live-msg-provider","metadata":{"dubbo.metadata-service.url-params":"{\"prefer.serialization\":\"fastjson2,hessian2\",\"version\":\"1.0.0\",\"dubbo\":\"2.0.2\",\"release\":\"3.2.0-beta.3\",\"side\":\"provider\",\"port\":\"9093\",\"protocol\":\"dubbo\"}","dubbo.endpoints":"[{\"port\":9093,\"protocol\":\"dubbo\"}]","dubbo.metadata.revision":"0e926ac48feb4274f6db796457695e13","dubbo.metadata.storage-type":"local","timestamp":"1714447628223"},"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000,"ipDeleteTimeout":30000}]
[2024-04-30 11:27:46.145 - INFO] com.alibaba.nacos.client.naming          :current ips:(0) service: DEFAULT_GROUP@@liyu-live-gateway -> []
[2024-04-30 11:27:46.145 - INFO] com.alibaba.nacos.client.naming          :current ips:(1) service: DEFAULT_GROUP@@liyu-live-msg-provider -> [{"ip":"10.96.54.43","port":9093,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@liyu-live-msg-provider","metadata":{"dubbo.metadata-service.url-params":"{\"prefer.serialization\":\"fastjson2,hessian2\",\"version\":\"1.0.0\",\"dubbo\":\"2.0.2\",\"release\":\"3.2.0-beta.3\",\"side\":\"provider\",\"port\":\"9093\",\"protocol\":\"dubbo\"}","dubbo.endpoints":"[{\"port\":9093,\"protocol\":\"dubbo\"}]","dubbo.metadata.revision":"0e926ac48feb4274f6db796457695e13","dubbo.metadata.storage-type":"local","timestamp":"1714447628223"},"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000,"ipDeleteTimeout":30000}]
[2024-04-30 11:27:46.145 - INFO] com.alibaba.nacos.client.naming          :init new ips(1) service: DEFAULT_GROUP@@liyu-live-id-generate-provider -> [{"ip":"10.96.54.43","port":9098,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@liyu-live-id-generate-provider","metadata":{"dubbo.metadata-service.url-params":"{\"prefer.serialization\":\"fastjson2,hessian2\",\"version\":\"1.0.0\",\"dubbo\":\"2.0.2\",\"release\":\"3.2.0-beta.3\",\"side\":\"provider\",\"port\":\"9098\",\"protocol\":\"dubbo\"}","dubbo.endpoints":"[{\"port\":9098,\"protocol\":\"dubbo\"}]","dubbo.metadata.revision":"b5d50616321a60f616bfebf8638523c3","dubbo.metadata.storage-type":"local","timestamp":"1714447596688"},"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000,"ipDeleteTimeout":30000}]
[2024-04-30 11:27:46.146 - INFO] com.alibaba.nacos.client.naming          :init new ips(1) service: DEFAULT_GROUP@@providers:org.liyu.live.im.core.server.interfaces.rpc.IRouterHandlerRpc:: -> [{"ip":"192.168.222.1","port":9099,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@providers:org.liyu.live.im.core.server.interfaces.rpc.IRouterHandlerRpc::","metadata":{"executor-management-mode":"default","side":"provider","release":"3.2.0-beta.3","methods":"batchSendMsg,sendMsg","deprecated":"false","dubbo":"2.0.2","pid":"38768","interface":"org.liyu.live.im.core.server.interfaces.rpc.IRouterHandlerRpc","service-name-mapping":"true","generic":"false","path":"org.liyu.live.im.core.server.interfaces.rpc.IRouterHandlerRpc","protocol":"dubbo","application":"liyu-live-im-core-server","prefer.serialization":"fastjson2,hessian2","background":"false","file.cache":"true","dynamic":"true","category":"providers","anyhost":"true","timestamp":"1714447603607"},"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000,"ipDeleteTimeout":30000}]
[2024-04-30 11:27:46.146 - INFO] com.alibaba.nacos.client.naming          :current ips:(1) service: DEFAULT_GROUP@@liyu-live-id-generate-provider -> [{"ip":"10.96.54.43","port":9098,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@liyu-live-id-generate-provider","metadata":{"dubbo.metadata-service.url-params":"{\"prefer.serialization\":\"fastjson2,hessian2\",\"version\":\"1.0.0\",\"dubbo\":\"2.0.2\",\"release\":\"3.2.0-beta.3\",\"side\":\"provider\",\"port\":\"9098\",\"protocol\":\"dubbo\"}","dubbo.endpoints":"[{\"port\":9098,\"protocol\":\"dubbo\"}]","dubbo.metadata.revision":"b5d50616321a60f616bfebf8638523c3","dubbo.metadata.storage-type":"local","timestamp":"1714447596688"},"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000,"ipDeleteTimeout":30000}]
[2024-04-30 11:27:46.147 - INFO] com.alibaba.nacos.client.naming          :init new ips(1) service: DEFAULT_GROUP@@liyu-live-living-provider -> [{"ip":"10.96.54.43","port":9089,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@liyu-live-living-provider","metadata":{"dubbo.metadata-service.url-params":"{\"prefer.serialization\":\"fastjson2,hessian2\",\"version\":\"1.0.0\",\"dubbo\":\"2.0.2\",\"release\":\"3.2.0-beta.3\",\"side\":\"provider\",\"port\":\"9089\",\"protocol\":\"dubbo\"}","dubbo.endpoints":"[{\"port\":9089,\"protocol\":\"dubbo\"}]","dubbo.metadata.revision":"8adbae37f3219cfaa69dd05672def4cf","dubbo.metadata.storage-type":"local","timestamp":"1714447619944"},"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000,"ipDeleteTimeout":30000}]
[2024-04-30 11:27:46.147 - INFO] com.alibaba.nacos.client.naming          :init new ips(1) service: DEFAULT_GROUP@@providers:org.liyu.live.user.interfaces.IUserRpc:: -> [{"ip":"10.96.54.43","port":9090,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@providers:org.liyu.live.user.interfaces.IUserRpc::","metadata":{"executor-management-mode":"default","side":"provider","release":"3.2.0-beta.3","methods":"batchQueryUserInfo,getByUserId,insertOne,updateUserInfo","deprecated":"false","dubbo":"2.0.2","pid":"11876","interface":"org.liyu.live.user.interfaces.IUserRpc","service-name-mapping":"true","generic":"false","path":"org.liyu.live.user.interfaces.IUserRpc","protocol":"dubbo","application":"liyu-live-user-provider","prefer.serialization":"fastjson2,hessian2","background":"false","file.cache":"true","dynamic":"true","category":"providers","anyhost":"true","timestamp":"1714447614222"},"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000,"ipDeleteTimeout":30000}]
[2024-04-30 11:27:46.147 - INFO] com.alibaba.nacos.client.naming          :init new ips(1) service: DEFAULT_GROUP@@providers:org.liyu.live.gift.interfaces.IRedPacketConfigRpc:: -> [{"ip":"10.96.54.43","port":9088,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@providers:org.liyu.live.gift.interfaces.IRedPacketConfigRpc::","metadata":{"executor-management-mode":"default","side":"provider","release":"3.2.0-beta.3","methods":"addOne,prepareRedPacket,queryByAnchorId,receiveRedPacket,startRedPacket,updateById","deprecated":"false","dubbo":"2.0.2","pid":"35488","interface":"org.liyu.live.gift.interfaces.IRedPacketConfigRpc","service-name-mapping":"true","generic":"false","path":"org.liyu.live.gift.interfaces.IRedPacketConfigRpc","protocol":"dubbo","application":"liyu-live-gift-provider","prefer.serialization":"fastjson2,hessian2","background":"false","file.cache":"true","dynamic":"true","category":"providers","anyhost":"true","timestamp":"1714447648933"},"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000,"ipDeleteTimeout":30000}]
[2024-04-30 11:27:46.148 - INFO] com.alibaba.nacos.client.naming          :init new ips(1) service: DEFAULT_GROUP@@providers:org.liyu.live.gift.interfaces.ISkuStockInfoRPC:: -> [{"ip":"10.96.54.43","port":9088,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@providers:org.liyu.live.gift.interfaces.ISkuStockInfoRPC::","metadata":{"executor-management-mode":"default","side":"provider","release":"3.2.0-beta.3","methods":"dcrStockNumBySkuId,decrStockNumBySkuIdV2,prepareStockInfo,queryStockNum,syncStockNumToMySQL","deprecated":"false","dubbo":"2.0.2","pid":"35488","interface":"org.liyu.live.gift.interfaces.ISkuStockInfoRPC","service-name-mapping":"true","generic":"false","path":"org.liyu.live.gift.interfaces.ISkuStockInfoRPC","protocol":"dubbo","application":"liyu-live-gift-provider","prefer.serialization":"fastjson2,hessian2","background":"false","file.cache":"true","dynamic":"true","category":"providers","anyhost":"true","timestamp":"1714447648680"},"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000,"ipDeleteTimeout":30000}]
[2024-04-30 11:27:46.147 - INFO] com.alibaba.nacos.client.naming          :init new ips(1) service: DEFAULT_GROUP@@providers:org.liyu.live.im.router.interfaces.rpc.ImRouterRpc:: -> [{"ip":"10.96.54.43","port":9078,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@providers:org.liyu.live.im.router.interfaces.rpc.ImRouterRpc::","metadata":{"executor-management-mode":"default","side":"provider","release":"3.2.0-beta.3","methods":"batchSendMsg,sendMsg","deprecated":"false","dubbo":"2.0.2","pid":"26764","interface":"org.liyu.live.im.router.interfaces.rpc.ImRouterRpc","service-name-mapping":"true","generic":"false","path":"org.liyu.live.im.router.interfaces.rpc.ImRouterRpc","protocol":"dubbo","application":"liyu-live-im-router-provider","prefer.serialization":"fastjson2,hessian2","background":"false","file.cache":"true","dynamic":"true","category":"providers","anyhost":"true","timestamp":"1714447605645"},"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000,"ipDeleteTimeout":30000}]
